Position,Age,Team_from,League_from,Team_to,League_to,Season_transferred,Transfer_fee_in_mln,Market_value_in_mln,Lastname,club,overall,potential,Season,Name,Nationality,nationality_match_source,log_transfer_fee,fee_minus_value,market_value_per_potential,Nationality_bucket,league_median_fee_to,team_to_median_fee,age_bucket,position_bucket,league_country_to,nationality_matches_league_to,high_overall,is_top_club_to,is_top_league
Centre-Back,22,Benfica,Liga NOS,Man Utd,Premier League,2017,35.0,22.0,Lindelof,Benfica,78.0,86.0,2017.0,Victor Lindelöf,Sweden,fallback_lastname_season,3.58351893845611,13.0,0.2558139534883721,Outside Top 45,15.1,40.0,20-23,Defender,England,False,True,True,True
Centre-Back,26,Real Sociedad,LaLiga,Athletic Bilbao,LaLiga,2017,32.0,25.0,Martinez,Real Sociedad,81.0,85.0,2017.0,Iñigo Martínez,Spain,fallback_team_from,3.4965075614664802,7.0,0.29411764705882354,Top 1-15,13.75,20.0,24-26,Defender,Spain,True,True,False,True
Centre-Back,26,Real Sociedad,LaLiga,Athletic Bilbao,LaLiga,2017,32.0,25.0,Martinez,Real Sociedad,72.0,72.0,2017.0,Iñigo Martínez,Spain,fallback_team_from,3.4965075614664802,7.0,0.3472222222222222,Top 1-15,13.75,20.0,24-26,Defender,Spain,True,False,False,True
Right-Back,23,Benfica,Liga NOS,FC Barcelona,LaLiga,2017,30.57,20.0,Semedo,Benfica,76.0,85.0,2017.0,Nélson Semedo,Portugal,fallback_lastname_season,3.4522073025699003,10.57,0.23529411764705882,Top 1-15,13.75,32.285,20-23,Defender,Spain,False,True,False,True
Left Winger,24,Atletico Madrid,LaLiga,DL Yifang,Super League,2017,30.0,40.0,Carrasco,Atletico Madrid,82.0,88.0,2017.0,,Belgium,fallback_team_from,3.4339872044851463,-10.0,0.45454545454545453,Top 1-15,13.5,30.0,20-23,Winger,China,False,True,False,True
Right-Back,26,Real Madrid,LaLiga,Man City,Premier League,2017,30.0,16.0,Danilo,Real Madrid,80.0,83.0,2017.0,Danilo,Brazil,fallback_team_from,3.4339872044851463,14.0,0.1927710843373494,Top 1-15,15.1,50.0,24-26,Defender,England,False,True,True,True
Centre-Back,24,Burnley,Premier League,Everton,Premier League,2017,28.5,18.0,Keane,Burnley,75.0,82.0,2017.0,Michael Keane,England,fallback_team_from,3.3843902633457743,10.5,0.21951219512195122,Top 1-15,15.1,21.35,20-23,Defender,England,True,False,True,True
Goalkeeper,23,Sunderland,Championship,Everton,Premier League,2017,28.5,15.0,Pickford,Sunderland,73.0,83.0,2017.0,Jordan Pickford,England,fallback_team_from,3.3843902633457743,13.5,0.18072289156626506,Top 1-15,15.1,21.35,20-23,Goalkeeper,England,True,False,True,True
Centre-Back,27,Liverpool,Premier League,Crystal Palace,Premier League,2017,28.2,15.0,Sakho,Liverpool,82.0,83.0,2017.0,Mamadou Sakho,France,fallback_team_from,3.374168709274236,13.2,0.18072289156626506,Top 1-15,15.1,13.8,24-26,Defender,England,False,True,False,True
Forward,20,Man City,Premier League,Leicester,Premier League,2017,27.7,15.0,Iheanacho,Man City,74.0,88.0,2017.0,Kelechi Iheanacho,Nigeria,fallback_lastname_season,3.3568971227655755,12.7,0.17045454545454544,Top 16-30,15.1,16.55,<20,Forward,England,False,False,True,True
Attacking Midfield,24,AFC Ajax,Eredivisie,Everton,Premier League,2017,27.0,18.0,Klaassen,AFC Ajax,80.0,84.0,2017.0,Davy Klaassen,Netherlands,fallback_lastname_season,3.332204510175204,9.0,0.21428571428571427,Top 1-15,15.1,21.35,20-23,Midfielder,England,False,True,True,True
Centre-Back,22,Sampdoria,Serie A,Inter,Serie A,2017,27.0,7.0,Skriniar,Sampdoria,68.0,77.0,2017.0,Milan Skriniar,Slovakia,fallback_team_from,3.332204510175204,20.0,0.09090909090909091,Outside Top 45,11.0,17.5,20-23,Defender,Italy,False,False,True,True
Central Midfield,20,RSC Anderlecht,Jupiler Pro League,Monaco,Ligue 1,2017,25.0,22.0,Tielemans,RSC Anderlecht,77.0,89.0,2017.0,Youri Tielemans,Belgium,fallback_team_from,3.258096538021482,3.0,0.24719101123595505,Top 1-15,10.0,11.0,<20,Midfielder,France,False,True,True,True
Right-Back,24,Paris SG,Ligue 1,Spurs,Premier League,2017,25.0,15.0,Aurier,Paris SG,83.0,88.0,2017.0,Serge Aurier,Ivory Coast,fallback_lastname_season,3.258096538021482,10.0,0.17045454545454544,Top 16-30,15.1,22.1,20-23,Defender,England,False,True,False,True
Right-Back,25,Torino,Serie A,Chelsea,Premier League,2017,25.0,8.5,Zappacosta,Torino,77.0,83.0,2017.0,Davide Zappacosta,Italy,fallback_team_from,3.258096538021482,16.5,0.10240963855421686,Top 1-15,15.1,31.0,24-26,Defender,England,False,True,True,True
Central Midfield,28,Sporting CP,Liga NOS,Leicester,Premier League,2017,24.5,25.0,Silva,Sporting CP,82.0,83.0,2017.0,Adrien Silva,Portugal,fallback_team_from,3.2386784521643803,-0.5,0.30120481927710846,Top 1-15,15.1,16.55,27-29,Midfielder,England,False,True,True,True
Left-Back,19,Atletico Madrid,LaLiga,Real Madrid,LaLiga,2017,24.0,15.0,Hernandez,Atletico Madrid,75.0,86.0,2017.0,,France,fallback_team_from,3.2188758248682006,9.0,0.1744186046511628,Top 1-15,13.75,30.0,<20,Defender,Spain,False,False,False,True
Central Midfield,25,Fiorentina,Serie A,Inter,Serie A,2017,24.0,13.0,Vecino,Fiorentina,77.0,80.0,2017.0,Matías Vecino,Uruguay,fallback_team_from,3.2188758248682006,11.0,0.1625,Top 16-30,11.0,17.5,24-26,Midfielder,Italy,False,True,True,True
Forward,24,River Plate,Primera División,Bay. Leverkusen,1.Bundesliga,2017,24.0,12.0,Alario,River Plate,77.0,83.0,2017.0,Lucas Alario,Argentina,fallback_team_from,3.2188758248682006,12.0,0.14457831325301204,Top 1-15,12.0,13.0,20-23,Forward,Germany,False,True,False,True
Right-Back,23,Atalanta,Serie A,AC Milan,Serie A,2017,24.0,10.0,Conti,Atalanta,71.0,79.0,2017.0,Andrea Conti,Italy,fallback_team_from,3.2188758248682006,14.0,0.12658227848101267,Top 1-15,11.0,19.0,20-23,Defender,Italy,True,False,True,True
Defensive Midfield,23,AS Roma,Serie A,Zenit S-Pb,Premier Liga,2017,23.0,13.0,Paredes,AS Roma,76.0,83.0,2017.0,Leandro Paredes,Argentina,fallback_lastname_season,3.1780538303479458,10.0,0.1566265060240964,Top 1-15,8.0,15.0,20-23,Midfielder,Ukraine,False,True,False,True
Left Winger,28,West Ham,Premier League,Swansea,Premier League,2017,22.8,18.0,Ayew,West Ham,80.0,80.0,2017.0,André Ayew,Ghana,fallback_lastname_season,3.169685580677429,4.800000000000001,0.225,Top 16-30,15.1,12.5,27-29,Winger,England,False,True,False,True
Right Winger,28,Arsenal,Premier League,Everton,Premier League,2017,22.5,20.0,Walcott,Arsenal,81.0,81.0,2017.0,Theo Walcott,England,fallback_team_from,3.1570004211501135,2.5,0.24691358024691357,Top 1-15,15.1,21.35,27-29,Winger,England,True,True,True,True
Left Winger,28,Stoke City,Premier League,West Ham,Premier League,2017,22.3,15.0,Arnautovic,Stoke City,82.0,82.0,2017.0,Marko Arnautovic,Austria,fallback_team_from,3.1484533605716547,7.300000000000001,0.18292682926829268,Top 31-45,15.1,11.5,27-29,Winger,England,False,True,True,True
Left Winger,23,Bay. Leverkusen,1.Bundesliga,AC Milan,Serie A,2017,22.0,20.0,Calhanoglu,Bay. Leverkusen,80.0,84.0,2017.0,Hakan Calhanoglu,Turkey,fallback_lastname_season,3.1354942159291497,2.0,0.23809523809523808,Top 16-30,11.0,19.0,20-23,Winger,Italy,False,True,True,True
Forward,26,Monaco,Ligue 1,Southampton,Premier League,2017,22.0,6.0,Carrillo,Monaco,72.0,77.0,2017.0,Guido Carrillo,Peru,fallback_lastname_season,3.1354942159291497,16.0,0.07792207792207792,Top 16-30,15.1,16.4,24-26,Forward,England,False,False,False,True
Forward,26,Sampdoria,Serie A,Sevilla FC,LaLiga,2017,21.5,17.0,Muriel,Sampdoria,76.0,79.0,2017.0,Luis Muriel,Colombia,fallback_team_from,3.1135153092103742,4.5,0.21518987341772153,Top 1-15,13.75,8.35,24-26,Forward,Spain,False,True,True,True
Centre-Back,22,FC Basel,Super League,Bor. Dortmund,1.Bundesliga,2017,21.5,5.0,Akanji,FC Basel,53.0,68.0,2017.0,Manuel Akanji,Switzerland,fallback_lastname_season,3.1135153092103742,16.5,0.07352941176470588,Top 1-15,12.0,16.0,20-23,Defender,Germany,False,False,False,True
Forward,26,Burnley,Premier League,Watford,Premier League,2017,20.4,10.0,Gray,Burnley,75.0,79.0,2017.0,Andre Gray,England,fallback_team_from,3.0633909220278057,10.399999999999999,0.12658227848101267,Top 1-15,15.1,8.9,24-26,Forward,England,True,False,True,True
Central Midfield,30,Paris SG,Ligue 1,Juventus,Serie A,2017,20.0,30.0,Matuidi,Paris SG,86.0,86.0,2017.0,Blaise Matuidi,France,fallback_lastname_season,3.044522437723423,-10.0,0.3488372093023256,Top 1-15,11.0,19.0,27-29,Midfielder,Italy,False,True,True,True
Centre-Back,21,TSG Hoffenheim,1.Bundesliga,Bayern Munich ,1.Bundesliga,2017,20.0,25.0,Sule,TSG Hoffenheim,81.0,87.0,2017.0,Niklas Süle,Germany,fallback_lastname_season,3.044522437723423,-5.0,0.28735632183908044,Top 1-15,12.0,30.0,20-23,Defender,Germany,True,True,False,True
