Position,Age,Team_from,League_from,Team_to,League_to,Season_transferred,Transfer_fee_in_mln,Market_value_in_mln,Lastname,club,overall,potential,Season,Name,Nationality,nationality_match_source,log_transfer_fee,fee_minus_value,market_value_per_potential,Nationality_bucket,league_median_fee_to,team_to_median_fee,age_bucket,position_bucket,league_country_to,nationality_matches_league_to,high_overall,is_top_club_to,is_top_league
Right-Back,20,Montpellier,Ligue 1,RB Leipzig,1.Bundesliga,2018,16.0,14.0,Mukiele,Montpellier,72.0,83.0,2018.0,Nordi Mukiele,France,fallback_lastname_season,2.833213344056216,2.0,0.1686746987951807,Top 1-15,12.0,15.2,<20,Defender,Germany,False,False,False,True
Centre-Back,21,Stade Rennais,Ligue 1,Sevilla FC,LaLiga,2018,15.0,15.0,Gnagnon,Stade Rennais,76.0,84.0,2018.0,Joris Gnagnon,Ivory Coast,fallback_lastname_season,2.772588722239781,0.0,0.17857142857142858,Top 16-30,13.75,8.35,20-23,Defender,Spain,False,True,True,True
Left Winger,23,Sevilla FC,LaLiga,Lazio,Serie A,2018,15.0,10.0,Correa,Sevilla FC,73.0,82.0,2018.0,Joaquín Correa,Argentina,fallback_team_from,2.772588722239781,5.0,0.12195121951219512,Top 1-15,11.0,10.25,20-23,Winger,Italy,False,False,False,True
Centre-Back,21,Olympique Lyon,Ligue 1,Valencia CF,LaLiga,2018,15.0,10.0,Diakhaby,Olympique Lyon,74.0,82.0,2018.0,Mouctar Diakhaby,France,fallback_lastname_season,2.772588722239781,5.0,0.12195121951219512,Top 1-15,13.75,14.5,20-23,Defender,Spain,False,False,True,True
Defensive Midfield,25,LOSC Lille,Ligue 1,Sevilla FC,LaLiga,2018,15.0,3.5,Amadou,LOSC Lille,75.0,81.0,2018.0,Ibrahim Amadou,Cameroon,fallback_team_from,2.772588722239781,11.5,0.043209876543209874,Top 31-45,13.75,8.35,24-26,Midfielder,Spain,False,False,True,True
Attacking Midfield,21,Benfica,Liga NOS,Nottm Forest,Championship,2018,15.0,2.5,Carvalho,Benfica,72.0,83.0,2018.0,João Carvalho,Portugal,fallback_lastname_season,2.772588722239781,12.5,0.030120481927710843,Top 1-15,9.13,15.0,20-23,Midfielder,England,False,False,False,True
Right Winger,26,Stoke City,Championship,Liverpool,Premier League,2018,14.7,18.0,Shaqiri,Stoke City,82.0,85.0,2018.0,Xherdan Shaqiri,Switzerland,fallback_team_from,2.7536607123542622,-3.3000000000000007,0.21176470588235294,Top 1-15,15.1,41.0,24-26,Winger,England,False,True,True,True
Forward,27,VfB Stuttgart,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2018,14.0,3.5,Ginczek,VfB Stuttgart,75.0,77.0,2018.0,Daniel Ginczek,Germany,fallback_team_from,2.70805020110221,10.5,0.045454545454545456,Top 1-15,12.0,11.75,24-26,Forward,Germany,True,False,True,True
Goalkeeper,25,Liverpool,Premier League,Leicester,Premier League,2018,14.0,2.5,Ward,Liverpool,70.0,78.0,2018.0,Danny Ward,Wales,fallback_team_from,2.70805020110221,11.5,0.03205128205128205,Top 16-30,15.1,16.55,24-26,Goalkeeper,England,False,False,True,True
Attacking Midfield,25,Everton,Premier League,Werder Bremen,1.Bundesliga,2018,13.5,15.0,Klaassen,Everton,82.0,85.0,2018.0,Davy Klaassen,Netherlands,fallback_team_from,2.6741486494265287,-1.5,0.17647058823529413,Top 1-15,12.0,7.5,24-26,Midfielder,Germany,False,True,False,True
Right Winger,24,FC Barcelona,LaLiga,Watford,Premier League,2018,13.0,14.0,Deulofeu,FC Barcelona,82.0,89.0,2018.0,Gerard Deulofeu,Spain,fallback_team_from,2.6390573296152584,-1.0,0.15730337078651685,Top 1-15,15.1,8.9,20-23,Winger,England,False,True,True,True
Goalkeeper,25,Genoa,Serie A,Juventus,Serie A,2018,12.0,16.0,Perin,Genoa,83.0,88.0,2018.0,Mattia Perin,Italy,fallback_team_from,2.5649493574615367,-4.0,0.18181818181818182,Top 1-15,11.0,19.0,24-26,Goalkeeper,Italy,True,True,True,True
Right-Back,24,Hertha BSC,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2018,12.0,12.0,Weiser,Hertha BSC,78.0,85.0,2018.0,Mitchell Weiser,Germany,fallback_team_from,2.5649493574615367,0.0,0.1411764705882353,Top 1-15,12.0,13.0,20-23,Defender,Germany,True,True,False,True
Defensive Midfield,22,Newcastle,Premier League,Real Sociedad,LaLiga,2018,12.0,10.0,Merino,Newcastle,74.0,84.0,2018.0,Mikel Merino,Spain,fallback_lastname_season,2.5649493574615367,2.0,0.11904761904761904,Top 1-15,13.75,9.6,20-23,Midfielder,Spain,True,False,False,True
Left-Back,20,River Plate,Primera División,RB Leipzig,1.Bundesliga,2018,12.0,4.5,Saracchi,River Plate,70.0,85.0,2018.0,Marcelo Saracchi,Uruguay,fallback_team_from,2.5649493574615367,7.5,0.052941176470588235,Top 16-30,12.0,15.2,<20,Defender,Germany,False,False,False,True
Left-Back,25,CD Leganes,LaLiga,Bournemouth,Premier League,2018,12.0,2.5,Rico,CD Leganes,76.0,81.0,2018.0,,Spain,fallback_team_from,2.5649493574615367,9.5,0.030864197530864196,Top 1-15,15.1,11.3,24-26,Defender,England,False,True,False,True
Attacking Midfield,29,Southampton,Premier League,AFC Ajax,Eredivisie,2018,11.4,15.0,Tadic,Southampton,80.0,80.0,2018.0,Dusan Tadic,Serbia,fallback_team_from,2.517696472610991,-3.5999999999999996,0.1875,Top 1-15,8.125,9.625,27-29,Midfielder,Netherlands,False,True,False,True
Forward,25,Bournemouth,Premier League,Wolves,Premier League,2018,11.4,10.0,Afobe,Bournemouth,74.0,79.0,2018.0,Benik Afobe,DR Congo,fallback_team_from,2.517696472610991,1.4000000000000004,0.12658227848101267,Top 16-30,15.1,11.7,24-26,Forward,England,False,False,False,True
Left Winger,23,Norwich,Championship,Cardiff,Premier League,2018,11.4,1.5,Murphy,Norwich,67.0,79.0,2018.0,Josh Murphy,Republic of Ireland,fallback_lastname_season,2.517696472610991,9.9,0.0189873417721519,Top 16-30,15.1,11.375,20-23,Winger,England,False,False,False,True
Attacking Midfield,25,Bristol City,Championship,Cardiff,Premier League,2018,11.35,3.0,Reid,Bristol City,68.0,74.0,2018.0,Bobby Reid,England,fallback_team_from,2.513656063073986,8.35,0.04054054054054054,Top 1-15,15.1,11.375,24-26,Midfielder,England,True,False,False,True
Attacking Midfield,20,Sheffield Utd.,Championship,Bournemouth,Premier League,2018,11.3,5.0,Brooks,Sheffield Utd.,64.0,81.0,2018.0,David Brooks,United States,fallback_lastname_season,2.509599262378372,6.300000000000001,0.06172839506172839,Outside Top 45,15.1,11.3,<20,Midfielder,England,False,False,False,True
Right Winger,26,Huddersfield,Premier League,Stoke City,Championship,2018,11.2,8.0,Ince,Huddersfield,74.0,77.0,2018.0,Tom Ince,England,fallback_lastname_season,2.501435951739211,3.1999999999999993,0.1038961038961039,Top 1-15,9.13,9.6,24-26,Winger,England,True,False,False,True
Right-Back,26,PSV Eindhoven,Eredivisie,Atletico Madrid,LaLiga,2018,11.0,18.0,Arias,PSV Eindhoven,77.0,80.0,2018.0,,Colombia,fallback_lastname_season,2.4849066497880004,-7.0,0.225,Top 1-15,13.75,25.0,24-26,Defender,Spain,False,True,True,True
Central Midfield,21,1.FSV Mainz 05,1.Bundesliga,FC Schalke 04,1.Bundesliga,2018,11.0,7.5,Serdar,1.FSV Mainz 05,68.0,80.0,2018.0,Suat Serdar,Germany,fallback_lastname_season,2.4849066497880004,3.5,0.09375,Top 1-15,12.0,10.0,20-23,Midfielder,Germany,True,False,False,True
Forward,25,AZ Alkmaar,Eredivisie,VfL Wolfsburg,1.Bundesliga,2018,10.5,7.0,Weghorst,AZ Alkmaar,73.0,76.0,2018.0,Wout Weghorst,Netherlands,fallback_team_from,2.4423470353692043,3.5,0.09210526315789473,Top 1-15,12.0,11.75,24-26,Forward,Germany,False,False,True,True
Forward,27,Santos Laguna,Liga MX Apertura,Ahli,Professional League,2018,10.24,5.0,Djaniny,Santos Laguna,71.0,72.0,2018.0,Djaniny,Cape Verde,fallback_team_from,2.419478844465545,5.24,0.06944444444444445,Outside Top 45,8.52,10.24,24-26,Forward,Saudi Arabia,False,False,False,False
Centre-Back,30,Sassuolo,Serie A,Lazio,Serie A,2018,10.0,10.0,Acerbi,Sassuolo,82.0,82.0,2018.0,Francesco Acerbi,Italy,fallback_team_from,2.3978952727983707,0.0,0.12195121951219512,Top 1-15,11.0,10.25,27-29,Defender,Italy,True,True,False,True
Forward,24,CSKA Moscow,Premier Liga,Flamengo,Série A,2018,10.0,8.0,Vitinho,CSKA Moscow,77.0,84.0,2018.0,Vitinho,Brazil,fallback_lastname_season,2.3978952727983707,2.0,0.09523809523809523,Top 1-15,10.0,10.0,20-23,Forward,,,True,False,False
Defensive Midfield,24,Monaco,Ligue 1,Torino,Serie A,2018,10.0,8.0,Meite,Monaco,76.0,81.0,2018.0,Soualiho Meïté,France,fallback_lastname_season,2.3978952727983707,2.0,0.09876543209876543,Top 1-15,11.0,8.4,20-23,Midfielder,Italy,False,True,False,True
Defensive Midfield,22,Braga,Liga NOS,OGC Nice,Ligue 1,2018,10.0,7.0,Danilo,Braga,74.0,81.0,2018.0,Danilo,Brazil,fallback_lastname_season,2.3978952727983707,3.0,0.08641975308641975,Top 1-15,10.0,7.5,20-23,Midfielder,France,False,False,False,True
Defensive Midfield,21,Velez Sarsfield,Primera División,Villarreal CF,LaLiga,2018,10.0,6.0,Caseres,Velez Sarsfield,53.0,67.0,2018.0,,Argentina,fallback_team_from,2.3978952727983707,4.0,0.08955223880597014,Top 1-15,13.75,11.0,20-23,Midfielder,Spain,False,False,True,True
Left-Back,23,RB Leipzig,1.Bundesliga,Brighton,Premier League,2018,10.0,6.0,Bernardo,RB Leipzig,73.0,81.0,2018.0,Bernardo,Brazil,fallback_team_from,2.3978952727983707,4.0,0.07407407407407407,Top 1-15,15.1,15.95,20-23,Defender,England,False,False,False,True
Forward,22,Monaco,Ligue 1,Huddersfield,Premier League,2018,10.0,5.0,Diakhaby,Monaco,70.0,82.0,2018.0,Adama Diakhaby,France,fallback_lastname_season,2.3978952727983707,5.0,0.06097560975609756,Top 1-15,15.1,9.55,20-23,Forward,England,False,False,False,True
Defensive Midfield,26,Rio Ave FC,Liga NOS,Monaco,Ligue 1,2018,10.0,4.0,Pele,Rio Ave FC,72.0,74.0,2018.0,Pelé,Guinea Bissau,fallback_team_from,2.3978952727983707,6.0,0.05405405405405406,Outside Top 45,10.0,11.0,24-26,Midfielder,France,False,False,True,True
Forward,27,Sassuolo,Serie A,Bologna,Serie A,2018,10.0,3.8,Falcinelli,Sassuolo,74.0,75.0,2018.0,Diego Falcinelli,Italy,fallback_team_from,2.3978952727983707,6.2,0.050666666666666665,Top 1-15,11.0,9.0,24-26,Forward,Italy,True,False,False,True
Left-Back,23,Torino,Serie A,Monaco,Ligue 1,2018,10.0,3.5,Barreca,Torino,75.0,86.0,2018.0,Antonio Barreca,Italy,fallback_team_from,2.3978952727983707,6.5,0.040697674418604654,Top 1-15,10.0,11.0,20-23,Defender,France,False,False,True,True
Right Winger,24,Bologna,Serie A,Sassuolo,Serie A,2018,10.0,3.5,Francesco,Bologna,73.0,81.0,2018.0,Federico Di Francesco,Italy,fallback_team_from,2.3978952727983707,6.5,0.043209876543209874,Top 1-15,11.0,9.5,20-23,Winger,Italy,True,False,False,True
Left-Back,27,Inter,Serie A,AS Roma,Serie A,2018,9.5,3.0,Santon,Inter,76.0,78.0,2018.0,Davide Santon,Italy,fallback_team_from,2.3513752571634776,6.5,0.038461538461538464,Top 1-15,11.0,9.75,24-26,Defender,Italy,True,True,True,True
Centre-Back,27,Everton,Premier League,Villarreal CF,LaLiga,2018,9.0,10.0,Mori,Everton,77.0,81.0,2018.0,Ramiro Funes Mori,Argentina,fallback_team_from,2.302585092994046,-1.0,0.12345679012345678,Top 1-15,13.75,11.0,24-26,Defender,Spain,False,True,True,True
Forward,25,Fiorentina,Serie A,Sassuolo,Serie A,2018,9.0,8.0,Babacar,Fiorentina,76.0,81.0,2018.0,Khouma Babacar,Senegal,fallback_team_from,2.302585092994046,1.0,0.09876543209876543,Top 16-30,11.0,9.5,24-26,Forward,Italy,False,True,False,True
Goalkeeper,27,AS Roma,Serie A,Bologna,Serie A,2018,9.0,7.0,Skorupski,AS Roma,76.0,79.0,2018.0,Lukasz Skorupski,Poland,fallback_lastname_season,2.302585092994046,2.0,0.08860759493670886,Top 16-30,11.0,9.0,24-26,Goalkeeper,Italy,False,True,False,True
Forward,22,Reims,Ligue 1,Stade Rennais,Ligue 1,2018,9.0,2.5,Siebatcheu,Reims,66.0,74.0,2018.0,Jordan Siebatcheu,France,fallback_lastname_season,2.302585092994046,6.5,0.033783783783783786,Top 1-15,10.0,9.5,20-23,Forward,France,True,False,False,True
Forward,22,US Palermo,Serie B,FC Empoli,Serie A,2018,9.0,2.0,Gumina,US Palermo,60.0,71.0,2018.0,Antonino La Gumina,Italy,fallback_lastname_season,2.302585092994046,7.0,0.028169014084507043,Top 1-15,11.0,9.0,20-23,Forward,Italy,True,False,False,True
Defensive Midfield,28,Sevilla FC,LaLiga,Tigres UANL,Liga MX Apertura,2018,8.7,7.5,Pizarro,Sevilla FC,78.0,80.0,2018.0,Guido Pizarro,Argentina,fallback_team_from,2.272125885509337,1.1999999999999993,0.09375,Top 1-15,5.94,8.7,27-29,Midfielder,Mexico,False,True,False,False
Goalkeeper,19,Toulouse,Ligue 1,Fiorentina,Serie A,2018,8.5,18.0,Lafont,Toulouse,77.0,89.0,2018.0,Alban Lafont,France,fallback_lastname_season,2.2512917986064953,-9.5,0.20224719101123595,Top 1-15,11.0,9.5,<20,Goalkeeper,Italy,False,True,False,True
Forward,20,Argentinos,Primera División,VfB Stuttgart,1.Bundesliga,2018,8.5,5.0,Gonzalez,Argentinos,63.0,75.0,2018.0,Nicólas González,Spain,fallback_lastname_season,2.2512917986064953,3.5,0.06666666666666667,Top 1-15,12.0,7.2,<20,Forward,Germany,False,False,False,True
Left Winger,19,KV Mechelen,Proximus League,AFC Ajax,Eredivisie,2018,8.25,7.5,Bande,KV Mechelen,58.0,74.0,2018.0,Hassane Bandé,Burkina Faso,fallback_team_from,2.224623551524334,0.75,0.10135135135135136,Outside Top 45,8.125,9.625,<20,Winger,Netherlands,False,False,False,True
Right-Back,25,Sporting CP,Liga NOS,Valencia CF,LaLiga,2018,8.0,7.5,Piccini,Sporting CP,76.0,82.0,2018.0,Cristiano Piccini,Italy,fallback_team_from,2.1972245773362196,0.5,0.09146341463414634,Top 1-15,13.75,14.5,24-26,Defender,Spain,False,True,True,True
Right Winger,22,Huracan,Primera División,Udinese Calcio,Serie A,2018,8.0,7.0,Pussetto,Huracan,67.0,78.0,2018.0,,Argentina,fallback_lastname_season,2.1972245773362196,1.0,0.08974358974358974,Top 1-15,11.0,8.0,20-23,Winger,Italy,False,False,False,True
Centre-Back,23,Newcastle,Premier League,FC Porto,Liga NOS,2018,8.0,6.0,Mbemba,Newcastle,76.0,82.0,2018.0,Chancel Mbemba,DR Congo,fallback_lastname_season,2.1972245773362196,2.0,0.07317073170731707,Top 16-30,9.64,9.25,20-23,Defender,Portugal,False,True,False,True
Centre-Back,24,KAA Gent,Jupiler Pro League,Spartak Moscow,Premier Liga,2018,8.0,6.0,Gigot,KAA Gent,73.0,79.0,2018.0,Samuel Gigot,France,fallback_team_from,2.1972245773362196,2.0,0.0759493670886076,Top 1-15,8.0,8.0,20-23,Defender,Ukraine,False,False,False,True
Goalkeeper,33,Swansea,Championship,West Ham,Premier League,2018,8.0,5.0,Fabianski,Swansea,80.0,80.0,2018.0,Lukasz Fabianski,Poland,fallback_lastname_season,2.1972245773362196,3.0,0.0625,Top 16-30,15.1,11.5,30+,Goalkeeper,England,False,True,True,True
Centre-Back,28,Bristol City,Championship,Middlesbrough,Championship,2018,8.0,5.0,Flint,Bristol City,73.0,74.0,2018.0,Aden Flint,England,fallback_team_from,2.1972245773362196,3.0,0.06756756756756757,Top 1-15,9.13,8.0,27-29,Defender,England,True,False,False,True
Central Midfield,19,FC Lorient,Ligue 2,Arsenal,Premier League,2018,8.0,2.5,Guendouzi,FC Lorient,62.0,74.0,2018.0,Mattéo Guendouzi,France,fallback_team_from,2.1972245773362196,5.5,0.033783783783783786,Top 1-15,15.1,25.0,<20,Midfielder,England,False,False,False,True
Central Midfield,19,Rayo Vallecano,LaLiga,Celta de Vigo,LaLiga,2018,8.0,2.0,Beltran,Rayo Vallecano,69.0,79.0,2018.0,Fran Beltrán,Spain,fallback_team_from,2.1972245773362196,6.0,0.02531645569620253,Top 1-15,13.75,7.5,<20,Midfielder,Spain,True,False,False,True
Central Midfield,26,Celtic,Premiership,Southampton,Premier League,2018,7.95,2.0,Armstrong,Celtic,75.0,77.0,2018.0,Stuart Armstrong,Scotland,fallback_team_from,2.191653532286764,5.95,0.025974025974025976,Top 1-15,15.1,16.4,24-26,Midfielder,England,False,False,False,True
Forward,24,Middlesbrough,Championship,Leeds,Championship,2018,7.9,4.0,Bamford,Middlesbrough,70.0,77.0,2018.0,Patrick Bamford,England,fallback_team_from,2.186051276738094,3.9000000000000004,0.05194805194805195,Top 1-15,9.13,7.9,20-23,Forward,England,True,False,False,True
Centre-Back,25,KRC Genk,Jupiler Pro League,Sampdoria,Serie A,2018,7.75,5.0,Colley,KRC Genk,74.0,80.0,2018.0,Omar Colley,Gambia,fallback_team_from,2.169053700369523,2.75,0.0625,Outside Top 45,11.0,9.0,24-26,Defender,Italy,False,False,False,True
Forward,21,Ascoli,Serie B,Juventus,Serie A,2018,7.5,4.0,Favilli,Ascoli,66.0,77.0,2018.0,Andrea Favilli,Italy,fallback_team_from,2.1400661634962708,3.5,0.05194805194805195,Top 1-15,11.0,19.0,20-23,Forward,Italy,True,False,True,True
Central Midfield,22,Feirense,Liga NOS,Stoke City,Championship,2018,7.2,1.5,Etebo,Feirense,73.0,82.0,2018.0,Oghenekaro Etebo,Nigeria,fallback_lastname_season,2.1041341542702074,5.7,0.018292682926829267,Top 16-30,9.13,9.6,20-23,Midfielder,England,False,False,False,True
Centre-Back,27,Hannover 96,1.Bundesliga,FC Schalke 04,1.Bundesliga,2018,7.0,18.0,Sane,Hannover 96,79.0,81.0,2018.0,Salif Sané,Senegal,fallback_team_from,2.0794415416798357,-11.0,0.2222222222222222,Top 16-30,12.0,10.0,24-26,Defender,Germany,False,True,False,True
Left-Back,24,Celta de Vigo,LaLiga,Atletico Madrid,LaLiga,2018,7.0,12.0,Castro,Celta de Vigo,69.0,79.0,2018.0,,Germany,fallback_lastname_season,2.0794415416798357,-5.0,0.1518987341772152,Top 1-15,13.75,25.0,20-23,Defender,Spain,False,False,True,True
Goalkeeper,29,FC Basel,Super League,Sevilla FC,LaLiga,2018,7.0,4.0,Vaclik,FC Basel,77.0,78.0,2018.0,Tomas Vaclik,Czech Republic,fallback_lastname_season,2.0794415416798357,3.0,0.05128205128205128,Top 31-45,13.75,8.35,27-29,Goalkeeper,Spain,False,True,True,True
Centre-Back,26,Santos Laguna,Liga MX Apertura,Celta de Vigo,LaLiga,2018,7.0,2.8,Araujo,Santos Laguna,74.0,77.0,2018.0,Néstor Araujo,Mexico,fallback_team_from,2.0794415416798357,4.2,0.03636363636363636,Top 1-15,13.75,7.5,24-26,Defender,Spain,False,False,False,True
Left-Back,20,FC Sion,Super League,Inter,Serie A,2018,7.0,2.0,Dimarco,FC Sion,63.0,77.0,2018.0,Federico Dimarco,Italy,fallback_team_from,2.0794415416798357,5.0,0.025974025974025976,Top 1-15,11.0,17.5,<20,Defender,Italy,True,False,True,True
Central Midfield,29,Chievo Verona,Serie A,Cagliari Calcio,Serie A,2018,6.5,7.0,Castro,Chievo Verona,78.0,78.0,2018.0,Lucas Castro,Argentina,fallback_team_from,2.0149030205422647,-0.5,0.08974358974358974,Top 1-15,11.0,6.5,27-29,Midfielder,Italy,False,True,False,True
Left Winger,21,Stoke City,Championship,Huddersfield,Premier League,2018,6.5,7.0,Sobhi,Stoke City,74.0,85.0,2018.0,Ramadan Sobhi,Egypt,fallback_team_from,2.0149030205422647,-0.5,0.08235294117647059,Top 31-45,15.1,9.55,20-23,Winger,England,False,False,False,True
Left Winger,21,Vit. Guimaraes,Liga NOS,Sporting CP,Liga NOS,2018,6.5,6.5,Raphinha,Vit. Guimaraes,76.0,84.0,2018.0,,Brazil,fallback_lastname_season,2.0149030205422647,0.0,0.07738095238095238,Top 1-15,9.64,9.64,20-23,Winger,Portugal,False,True,False,True
Left-Back,24,Real Betis,LaLiga,Lazio,Serie A,2018,6.5,5.0,Durmisi,Real Betis,73.0,80.0,2018.0,Riza Durmisi,Denmark,fallback_team_from,2.0149030205422647,1.5,0.0625,Top 16-30,11.0,10.25,20-23,Defender,Italy,False,False,False,True
Central Midfield,20,Leeds,Championship,Sampdoria,Serie A,2018,6.5,2.0,Vieira,Leeds,69.0,83.0,2018.0,Ronaldo Vieira,Portugal,fallback_lastname_season,2.0149030205422647,4.5,0.024096385542168676,Top 1-15,11.0,9.0,<20,Midfielder,Italy,False,False,False,True
Forward,27,Morelia,Liga MX Apertura,Sounders FC	,MLS,2018,6.36,5.0,Ruidiaz,Morelia,76.0,77.0,2018.0,Raúl Ruidíaz,Peru,fallback_lastname_season,1.9960599327407849,1.3600000000000003,0.06493506493506493,Top 16-30,6.355,6.36,24-26,Forward,United States,False,True,False,False
Central Midfield,29,Celta de Vigo,LaLiga,Valencia CF,LaLiga,2018,6.0,15.0,Wass,Celta de Vigo,80.0,80.0,2018.0,Daniel Wass,Denmark,fallback_lastname_season,1.9459101490553132,-9.0,0.1875,Top 16-30,13.75,14.5,27-29,Midfielder,Spain,False,True,True,True
Defensive Midfield,24,Trabzonspor,Süper Lig,Celta de Vigo,LaLiga,2018,6.0,7.5,Yokuslu,Trabzonspor,75.0,80.0,2018.0,Okay Yokuslu,Turkey,fallback_team_from,1.9459101490553132,-1.5,0.09375,Top 16-30,13.75,7.5,20-23,Midfielder,Spain,False,False,False,True
Central Midfield,29,Swansea,Championship,Sevilla FC,LaLiga,2018,6.0,7.0,Mesa,Swansea,82.0,82.0,2018.0,Roque Mesa,Spain,fallback_lastname_season,1.9459101490553132,-1.0,0.08536585365853659,Top 1-15,13.75,8.35,27-29,Midfielder,Spain,True,True,True,True
Left Winger,24,1. FC Koln,2.Bundesliga,TSG Hoffenheim,1.Bundesliga,2018,6.0,6.0,Bittencourt,1. FC Koln,78.0,82.0,2018.0,,Germany,fallback_team_from,1.9459101490553132,0.0,0.07317073170731707,Top 1-15,12.0,8.0,20-23,Winger,Germany,True,True,False,True
Attacking Midfield,25,FC Utrecht,Eredivisie,AFC Ajax,Eredivisie,2018,6.0,6.0,Labyad,FC Utrecht,75.0,78.0,2018.0,Zakaria Labyad,Morocco,fallback_team_from,1.9459101490553132,0.0,0.07692307692307693,Top 31-45,8.125,9.625,24-26,Midfielder,Netherlands,False,False,False,True
Centre-Back,22,FC Metz,Ligue 2,1.FSV Mainz 05,1.Bundesliga,2018,6.0,5.0,Niakhate,FC Metz,66.0,75.0,2018.0,Moussa Niakhaté,France,fallback_team_from,1.9459101490553132,1.0,0.06666666666666667,Top 1-15,12.0,6.25,20-23,Defender,Germany,False,False,False,True
Centre-Back,25,RSC Anderlecht,Jupiler Pro League,Krasnodar,Premier Liga,2018,6.0,5.0,Spajic,RSC Anderlecht,73.0,78.0,2018.0,Uros Spajic,Serbia,fallback_team_from,1.9459101490553132,1.0,0.0641025641025641,Top 1-15,8.0,7.0,24-26,Defender,Ukraine,False,False,False,True
Defensive Midfield,23,Hamburger SV,2.Bundesliga,Hannover 96,1.Bundesliga,2018,6.0,4.5,Walace,Hamburger SV,74.0,82.0,2018.0,Walace,Brazil,fallback_team_from,1.9459101490553132,1.5,0.054878048780487805,Top 1-15,12.0,7.5,20-23,Midfielder,Germany,False,False,False,True
Right-Back,20,Saint-Etienne,Ligue 1,Monaco,Ligue 1,2018,6.0,4.0,Pierre-Gabriel,Saint-Etienne,71.0,81.0,2018.0,,France,fallback_lastname_season,1.9459101490553132,2.0,0.04938271604938271,Top 1-15,10.0,11.0,<20,Defender,France,True,False,True,True
Forward,26,FC Lorient,Ligue 2,FC Porto,Liga NOS,2018,6.0,2.5,Waris,FC Lorient,74.0,78.0,2018.0,Majeed Waris,Ghana,fallback_team_from,1.9459101490553132,3.5,0.03205128205128205,Top 16-30,9.64,9.25,24-26,Forward,Portugal,False,False,False,True
Attacking Midfield,25,US Palermo,Serie B,Sharjah FC,UAE Gulf League,2018,6.0,2.4,Coronado,US Palermo,70.0,75.0,2018.0,Igor Coronado,Brazil,fallback_lastname_season,1.9459101490553132,3.6,0.032,Top 1-15,7.0,6.0,24-26,Midfielder,United Arab Emirates,False,False,False,False
Forward,29,Atlas,Liga MX Apertura,CD Cruz Azul,Liga MX Apertura,2018,5.98,2.5,Caraglio,Atlas,74.0,74.0,2018.0,Milton Caraglio,Argentina,fallback_lastname_season,1.9430489167742813,3.4800000000000004,0.033783783783783786,Top 1-15,5.94,5.94,27-29,Forward,Mexico,False,False,False,False
Right Winger,30,Leon,Liga MX Apertura,CD Cruz Azul,Liga MX Apertura,2018,5.94,3.5,Hernandez,Leon,77.0,77.0,2018.0,,Mexico,fallback_lastname_season,1.937301774518713,2.4400000000000004,0.045454545454545456,Top 1-15,5.94,5.94,27-29,Winger,Mexico,True,True,False,False
Right Winger,30,Leon,Liga MX Apertura,CD Cruz Azul,Liga MX Apertura,2018,5.94,3.5,Hernandez,Leon,67.0,72.0,2018.0,,Mexico,fallback_lastname_season,1.937301774518713,2.4400000000000004,0.04861111111111111,Top 1-15,5.94,5.94,27-29,Winger,Mexico,True,False,False,False
Forward,31,Inter,Serie A,JS Suning,Super League,2018,5.7,7.0,Eder,Inter,80.0,80.0,2018.0,Éder,Italy,fallback_team_from,1.9021075263969205,-1.2999999999999998,0.0875,Top 1-15,13.5,28.0,30+,Forward,China,False,True,False,True
Centre-Back,23,Sunderland,League One,Middlesbrough,Championship,2018,5.7,3.0,McNair,Sunderland,72.0,81.0,2018.0,Paddy McNair,Northern Ireland,fallback_team_from,1.9021075263969205,2.7,0.037037037037037035,Outside Top 45,9.13,8.0,20-23,Defender,England,False,False,False,True
Central Midfield,31,Monaco,Ligue 1,Wolves,Premier League,2018,5.6,10.0,Moutinho,Monaco,82.0,82.0,2018.0,João Moutinho,Portugal,fallback_lastname_season,1.8870696490323797,-4.4,0.12195121951219512,Top 1-15,15.1,11.7,30+,Midfielder,England,False,True,False,True
Left Winger,29,West Brom,Championship,Stoke City,Championship,2018,5.6,3.0,McClean,West Brom,74.0,74.0,2018.0,James McClean,Republic of Ireland,fallback_lastname_season,1.8870696490323797,2.5999999999999996,0.04054054054054054,Top 16-30,9.13,9.6,27-29,Winger,England,False,False,False,True
Right-Back,22,Heerenveen,Eredivisie,PSV Eindhoven,Eredivisie,2018,5.5,4.0,Dumfries,Heerenveen,70.0,78.0,2018.0,Denzel Dumfries,Netherlands,fallback_lastname_season,1.8718021769015913,1.5,0.05128205128205128,Top 1-15,8.125,6.75,20-23,Defender,Netherlands,True,False,False,True
Centre-Back,29,Santos Laguna,Liga MX Apertura,Boca Juniors,Primera División,2018,5.15,3.0,Izquierdoz,Santos Laguna,76.0,77.0,2018.0,Carlos Izquierdoz,Argentina,fallback_team_from,1.8164520818184267,2.1500000000000004,0.03896103896103896,Top 1-15,5.825,5.825,27-29,Defender,,,True,False,False
Right Winger,27,Junior FC,Liga Águila II,Atletico-MG,Série A,2018,5.1,2.5,Chara,Junior FC,77.0,78.0,2018.0,,Colombia,fallback_team_from,1.8082887711792655,2.5999999999999996,0.03205128205128205,Top 1-15,10.0,5.1,24-26,Winger,,,True,False,False
